popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
65,322080,0,0.438,0.827,8,-6.531,1,0.0328,0.0512,0.000402,0.319,0.645,143.377,4,acoustic
55,238971,0,0.582,0.375,1,-13.277,0,0.0329,0.702,0.0631,0.136,0.106,129.909,4,acoustic
47,276575,0,0.453,0.295,7,-12.881,1,0.0291,0.518,0.00011,0.293,0.14,146.022,4,acoustic
56,249120,0,0.636,0.625,11,-7.895,1,0.0277,0.222,5.35E-05,0.119,0.342,93.931,4,acoustic
53,111734,0,0.639,0.201,7,-16.613,0,0.0526,0.907,2.26E-05,0.124,0.4,88.107,4,acoustic
49,210760,0,0.69,0.423,2,-9.194,0,0.0294,0.883,0.0123,0.111,0.59,130.121,4,acoustic
51,255688,0,0.599,0.349,1,-9.269,1,0.0301,0.819,0,0.112,0.444,147.913,4,acoustic
53,181786,0,0.519,0.264,0,-11.171,1,0.0601,0.918,0.000253,0.237,0.192,140.354,4,acoustic
66,244600,0,0.643,0.569,7,-7.459,1,0.0276,0.544,2.17E-05,0.178,0.275,120.507,4,acoustic
56,174546,0,0.573,0.624,1,-9.076,0,0.0324,0.471,0.117,0.114,0.529,161.025,4,acoustic
47,234330,0,0.654,0.821,7,-5.472,1,0.0264,0.00666,0.00299,0.228,0.613,111.958,4,acoustic
51,255600,0,0.426,0.399,0,-8.447,1,0.034,0.761,0.00112,0.118,0.217,115.979,4,acoustic
55,176542,0,0.505,0.21,11,-11.349,1,0.0295,0.907,0,0.11,0.323,80.721,4,acoustic
60,243494,0,0.693,0.43,11,-9.395,1,0.0442,0.565,0,0.0928,0.731,151.001,4,acoustic
40,188695,0,0.739,0.287,6,-14.007,0,0.059,0.969,0.961,0.111,0.557,80.64,4,acoustic
58,229400,0,0.453,0.146,2,-8.976,1,0.0343,0.867,3.49E-06,0.0945,0.0915,137.905,3,acoustic
55,216853,0,0.606,0.54,7,-6.271,0,0.0339,0.182,0.000144,0.144,0.249,79.952,4,acoustic
50,149000,0,0.595,0.646,0,-5.495,1,0.0327,0.11,0,0.258,0.563,120.049,4,acoustic
52,157231,0,0.736,0.145,11,-9.215,1,0.0336,0.855,0,0.108,0.235,129.832,4,acoustic
54,226603,0,0.479,0.126,1,-13.974,1,0.0303,0.966,0,0.113,0.279,96.327,4,acoustic
73,258826,0,0.583,0.786,2,-3.142,0,0.0301,0.0208,0,0.188,0.573,123.055,4,acoustic
38,194013,0,0.549,0.291,2,-13.457,1,0.0388,0.858,0.000846,0.129,0.376,75.153,4,acoustic
53,242439,0,0.418,0.489,6,-8.373,0,0.0323,0.287,0.0288,0.42,0.398,72.891,4,acoustic
55,232500,0,0.498,0.12,0,-17.721,1,0.0487,0.851,0,0.171,0.338,121.187,4,acoustic
41,156787,0,0.769,0.135,5,-12.049,0,0.061,0.986,0.905,0.106,0.471,103.939,4,acoustic
46,263823,0,0.434,0.469,0,-7.849,0,0.0265,0.52,0.000328,0.108,0.0568,136.282,4,acoustic
63,250916,0,0.452,0.198,10,-9.374,1,0.0335,0.931,2.24E-06,0.1,0.217,119.499,4,acoustic
66,238493,0,0.544,0.5,11,-8.253,1,0.026,0.0325,3.78E-06,0.109,0.177,93.621,4,acoustic
54,215906,0,0.662,0.187,2,-9.003,1,0.0268,0.969,0.000273,0.0922,0.233,104.988,4,acoustic
62,181136,0,0.497,0.13,6,-15.571,1,0.0436,0.841,0,0.111,0.179,130.769,3,acoustic
57,157466,0,0.528,0.291,10,-9.696,1,0.0401,0.914,0,0.121,0.355,76.805,4,acoustic
68,233728,0,0.461,0.522,11,-7.513,1,0.043,0.36,0,0.123,0.446,157.768,4,acoustic
62,216612,0,0.483,0.506,9,-6.058,1,0.0347,0.394,0,0.0946,0.705,87.337,4,acoustic
53,245186,0,0.392,0.423,7,-7.813,1,0.0348,0.27,0,0.117,0.288,113.537,4,acoustic
44,219613,0,0.42,0.2,7,-18.827,1,0.0492,0.929,0.49,0.0758,0.164,87.248,4,acoustic
57,248960,0,0.657,0.716,2,-5.675,1,0.0301,0.014,0,0.0483,0.435,93.924,4,acoustic
52,252466,0,0.495,0.185,9,-13.824,1,0.0288,0.692,0.00403,0.109,0.196,101.89,4,acoustic
53,246613,0,0.55,0.499,4,-9.502,1,0.0338,0.472,2.26E-06,0.0798,0.144,86.966,1,acoustic
53,198786,0,0.534,0.359,0,-9.311,1,0.0296,0.449,1.20E-05,0.331,0.267,131.804,4,acoustic
55,226640,0,0.378,0.52,11,-10.965,1,0.0382,0.777,0.0888,0.0979,0.357,73.744,4,acoustic
66,203869,0,0.606,0.349,4,-13.967,1,0.0319,0.764,0.306,0.112,0.156,80.071,4,acoustic
49,317441,0,0.486,0.555,2,-9.466,1,0.0271,0.818,0.00269,0.109,0.0992,77.987,4,acoustic
60,261640,0,0.577,0.446,6,-11.343,1,0.0313,0.554,0.0782,0.116,0.262,81.005,4,acoustic
38,211933,0,0.59,0.407,4,-9.079,1,0.0361,0.861,9.95E-06,0.094,0.276,145.852,4,acoustic
67,218800,0,0.538,0.315,0,-10.057,1,0.0291,0.96,0.00596,0.0979,0.4,91.921,3,acoustic
57,233266,0,0.447,0.158,2,-7.571,1,0.036,0.872,1.58E-06,0.0816,0.142,140.942,3,acoustic
60,156453,0,0.401,0.58,7,-6.86,1,0.0541,0.906,0.217,0.134,0.526,173.277,3,acoustic
64,165133,0,0.502,0.311,1,-13.421,1,0.0285,0.617,4.32E-05,0.129,0.4,107.612,4,acoustic
0,216626,0,0.678,0.612,4,-9.764,1,0.0339,0.1,0.316,0.164,0.857,118.381,4,acoustic
0,251426,0,0.65,0.406,7,-13.492,1,0.0761,0.568,0,0.484,0.862,79.642,4,acoustic
0,209293,0,0.649,0.399,6,-7.894,1,0.0256,0.184,0.000108,0.113,0.342,97.498,3,acoustic
61,308146,0,0.523,0.445,10,-6.359,1,0.0329,0.188,0,0.18,0.336,78.957,4,acoustic
50,221170,0,0.538,0.162,5,-13.31,1,0.0299,0.847,0,0.114,0.366,94.981,4,acoustic
47,330786,0,0.519,0.429,11,-7.707,0,0.0317,0.658,0,0.111,0.396,129.491,4,acoustic
58,234135,0,0.585,0.103,7,-12.682,1,0.0309,0.801,0,0.126,0.179,133.057,4,acoustic
30,173250,0,0.578,0.763,2,-4.824,1,0.0998,0.0916,2.80E-06,0.0743,0.394,96.808,4,acoustic
52,336619,0,0.223,0.891,1,-3.626,0,0.138,0.325,0,0.287,0.333,159.888,4,acoustic
55,144830,0,0.382,0.157,1,-16.157,1,0.0361,0.878,0.000473,0.112,0.224,136.11,4,acoustic
67,221538,0,0.642,0.374,5,-10.606,1,0.032,0.423,1.54E-06,0.435,0.0979,129.863,4,acoustic
45,192972,0,0.436,0.239,7,-12.83,1,0.0282,0.861,8.48E-05,0.0902,0.137,73.761,4,acoustic
56,278640,0,0.702,0.326,1,-6.638,1,0.0272,0.705,0,0.168,0.628,79.904,4,acoustic
37,212864,0,0.593,0.292,11,-12.755,1,0.0364,0.828,0,0.174,0.375,111.121,4,acoustic
54,219466,0,0.285,0.186,1,-12.729,1,0.0288,0.76,7.30E-05,0.104,0.203,153.848,4,acoustic
66,249120,0,0.636,0.625,11,-7.895,1,0.0277,0.222,5.35E-05,0.119,0.342,93.931,4,acoustic
63,148400,0,0.698,0.285,0,-7.632,1,0.0553,0.927,0,0.0883,0.53,135.027,4,acoustic
58,244800,0,0.601,0.439,8,-7.589,1,0.0269,0.0642,0,0.0942,0.275,99.976,4,acoustic
55,270840,0,0.332,0.298,4,-14.174,1,0.0569,0.875,0.00784,0.114,0.243,83.555,4,acoustic
65,279826,0,0.386,0.452,2,-7.715,1,0.0278,0.417,0,0.0881,0.287,169.837,3,acoustic
69,244067,0,0.62,0.668,9,-5.719,1,0.0305,0.088,0,0.362,0.183,118.013,4,acoustic
44,214738,0,0.394,0.281,9,-11.12,1,0.0414,0.826,0,0.0854,0.485,90.044,4,acoustic
39,207677,0,0.59,0.552,7,-10.496,1,0.0407,0.654,0.000359,0.128,0.635,155.101,5,acoustic
54,265506,0,0.539,0.717,3,-7.385,1,0.031,0.000298,0.111,0.125,0.212,117.973,4,acoustic
44,188494,0,0.543,0.138,0,-14.331,1,0.0531,0.791,0,0.185,0.3,115.65,4,acoustic
70,210354,0,0.62,0.547,1,-6.772,1,0.0248,0.112,0,0.19,0.208,98.032,4,acoustic
64,200706,0,0.761,0.311,5,-10.597,1,0.0692,0.647,0,0.15,0.553,109.891,4,acoustic
40,199256,0,0.674,0.122,1,-17.963,1,0.0427,0.882,0,0.139,0.339,130.014,4,acoustic
47,205666,0,0.429,0.358,0,-9.076,1,0.0346,0.614,0,0.0875,0.187,134.279,4,acoustic
40,229573,0,0.456,0.101,2,-11.75,1,0.038,0.876,1.74E-06,0.0776,0.155,139.896,3,acoustic
55,240952,0,0.647,0.567,1,-8.971,1,0.0328,0.0318,0,0.133,0.374,125.871,4,acoustic
57,199594,0,0.322,0.213,10,-14.915,0,0.0318,0.611,0,0.113,0.16,160.389,4,acoustic
48,317280,0,0.482,0.381,2,-13.93,1,0.0311,0.455,0.00295,0.114,0.42,81.712,4,acoustic
54,231965,0,0.393,0.207,10,-11.865,1,0.0392,0.877,0,0.104,0.262,163.99,4,acoustic
53,200800,0,0.423,0.207,7,-8.811,1,0.0289,0.887,0,0.0948,0.209,149.664,4,acoustic
60,261665,0,0.522,0.152,2,-14.996,1,0.0303,0.788,2.37E-05,0.148,0.133,144.055,4,acoustic
54,231605,0,0.547,0.313,0,-7.982,1,0.0315,0.612,7.97E-06,0.111,0.261,133.737,4,acoustic
62,306200,0,0.504,0.321,7,-13.807,1,0.0316,0.149,0.000107,0.147,0.577,170.134,3,acoustic
51,224847,0,0.466,0.161,7,-14.498,1,0.0492,0.979,0.000238,0.231,0.171,139.167,3,acoustic
61,250063,0,0.619,0.28,8,-10.238,0,0.0317,0.73,0,0.103,0.292,129.948,4,acoustic
51,201933,0,0.596,0.429,3,-10.16,1,0.0377,0.775,0.0107,0.0962,0.229,148.086,4,acoustic
63,158013,0,0.645,0.169,9,-15.744,1,0.0317,0.844,0.00019,0.109,0.178,167.826,4,acoustic
65,296386,0,0.522,0.256,10,-11.216,1,0.0258,0.86,0.000806,0.142,0.13,76.349,4,acoustic
64,160453,0,0.681,0.168,7,-13.397,1,0.0291,0.793,0.000134,0.109,0.29,128.615,4,acoustic
57,182442,0,0.736,0.364,1,-5.966,1,0.0349,0.741,0,0.0932,0.371,110.023,4,acoustic
54,181360,0,0.451,0.528,2,-6.984,1,0.0364,0.366,0,0.0811,0.527,139.28,5,acoustic
37,169318,1,0.371,0.674,9,-3.72,1,0.0488,0.169,0,0.0889,0.92,87.603,4,acoustic
63,218573,0,0.731,0.572,6,-7.889,0,0.0445,0.105,0.00012,0.133,0.947,154.038,4,acoustic
